"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" -0.572262662502695 2.22626491867282 0.58417675034364 0.627763444610983 1.48047173314878 0.674168754877944 0.601324879422556 2.29010513839782
"2" -1.63331535873576 0.936986183285088 0.191318203103232 1.72647865045061 0.655899731177133 2.37701336181215 0.275185165289076 1.01452520774788
"3" 1.44563853235876 0.314407180600073 2.51647178387949 0.140849053181848 0.906980572651681 1.08805407238075 1.05282149430996 0.781834241900553
"4" -0.260750241450029 1.8122251061133 2.0761740097734 -0.895960390947633 1.27866288096095 1.1791741623246 -0.553659705819006 2.27812094440177
"5" -0.0279760866061447 0.0223053730048446 1.65031213934645 1.49534296089592 -1.36462497063125 2.6310145752254 0.582686011774235 -0.812970814454381
"6" 0.228095717880301 1.69134195955062 0.123236777880323 1.58553771636068 -0.0883876338935191 1.14612645103337 1.88770945904118 -0.108293319712768
"7" 0.00980992658825702 0.0744746619349823 1.37804196423137 3.1250343808315 -3.23524400261495 2.41752991169175 -0.403092674236908 -0.0638588142862007
"8" 2.53216692370787 0.653100740353838 0.792879270339476 1.04805804571671 0.147936469154846 0.863727700431361 0.056030509992146 0.869532624885853
"9" 1.17667951839168 0.660739135205089 0.913850722486913 -0.307714204222307 1.00956189058232 0.251415754817742 -0.367579949404693 1.62931479401267
"10" -1.96203598267391 1.72227262093442 -0.653094723263654 0.758685340743406 0.697722829195058 -0.408833134799113 3.02600785792579 -1.70605377634093
"11" 2.25570245212574 0.41591899896943 -0.300559999817803 -0.0575125793083269 1.21544976427487 0.113248868490316 0.800627157712835 0.502006170190586
"12" 2.35241239822486 -0.600457705701565 1.72415055844834 -0.365826876485564 1.80018732182005 1.191909825808 1.15522793289389 0.648506687789677
"13" 0.422932654469319 1.44062167955959 -1.46058588950625 2.73787995839638 -1.47867424947932 1.54172656265366 0.609962911034852 2.35923818094122
"14" 3.07582637884415 -0.95383823723477 1.49505501321367 0.331747545994316 1.78224893804376 0.212772833155276 0.833693801530499 0.199148352766942
"15" 1.25697021297082 0.422713502810127 1.99519264282686 -0.255104738152576 2.27067264376485 -0.392969584544951 0.55040791342567 1.29695509973861
